,Name,Roll_no,Age,Gender,Branch,Internships,CGPA,Hostel,Backlogs,PlacedOrNot
1484,Aarchi,cv15b1181,20,Female,Civil,0,8.23,0,0,1
1485,Suresh,el15b1087,23,Male,Electrical,0,8.01,0,0,1
1486,Bali,cs15b1757,22,Male,Computer Science,0,7.23,0,1,0
1487,Kyra,cs15b1740,21,Female,Computer Science,2,6.46,0,0,1
1488,Chakrapani,it15b1507,20,Male,Information Technology,2,7.15,0,0,1
1489,Navya,ec15b1281,22,Female,Electronics And Communication,1,8.27,0,1,1
1490,Ranbir,cs15b1162,22,Male,Computer Science,1,8.19,0,1,1
1491,Harshit,el15b1237,19,Male,Electrical,3,9.16,0,1,1
1492,Sriram,me15b1125,22,Male,Mechanical,0,7.37,1,1,0
1493,Vidhi,it15b1501,21,Female,Information Technology,2,6.25,0,0,1
1494,Tanvi,cs15b1752,23,Female,Computer Science,2,6.01,0,0,1
1495,Adesh,me15b1002,22,Male,Mechanical,0,8.49,1,0,1
1496,Aaira,me15b1395,22,Female,Mechanical,0,7.33,1,0,0
1497,Naranbhai,cs15b1602,20,Male,Computer Science,0,6.03,1,1,0
1498,Amisha,it15b1575,20,Female,Information Technology,1,8.42,0,0,1
1499,Kripa,it15b1532,19,Male,Information Technology,0,8.18,0,0,1
1500,Bhagwant,cs15b1551,19,Male,Computer Science,1,6.43,0,0,0
1501,Kripa,ec15b1270,19,Male,Electronics And Communication,0,8.29,0,0,1
1502,Krishnappa,cv15b1050,22,Male,Civil,0,8.26,0,0,1
1503,Lakshan,cv15b1039,22,Male,Civil,1,6.32,0,0,1
1504,Gurcharan,it15b1251,22,Male,Information Technology,1,8.33,0,0,1
1505,Aarohi,me15b1201,25,Female,Mechanical,1,6.3,1,0,1
1506,Deepak,it15b1076,21,Male,Information Technology,0,7.34,0,0,1
1507,Hitesh,cv15b1098,22,Male,Civil,0,8.37,0,1,1
1508,Aahana,cs15b1098,21,Female,Computer Science,0,8.26,0,1,1
1509,Amisha,cs15b1326,26,Female,Computer Science,0,6.28,0,0,1
1510,Sarit,cs15b1340,25,Male,Computer Science,2,7.21,0,1,1
1511,Abhinav,it15b1112,21,Male,Information Technology,1,6.2,0,1,1
1512,Amarjit,cs15b1456,21,Male,Computer Science,0,7.39,1,0,0
1513,Nirupam,ec15b1312,21,Male,Electronics And Communication,2,8.12,0,0,1
1514,Ishi,ec15b1255,22,Female,Electronics And Communication,0,8.03,0,0,1
1515,Anvika,el15b1332,21,Female,Electrical,0,7.08,0,0,0
1516,Vineet,me15b1036,21,Male,Mechanical,2,6.32,1,0,0
1517,Aiza,el15b1313,20,Female,Electrical,0,8.02,0,0,1
1518,Ranjitsinh,cs15b1372,22,Male,Computer Science,3,6.49,0,0,1
1519,Rajendra,it15b1608,20,Male,Information Technology,1,7.41,0,1,0
1520,Avisha,it15b1016,21,Female,Information Technology,0,8.45,0,0,1
1521,Anika,cs15b1149,21,Female,Computer Science,0,7.28,0,0,0
1522,Upendra,cs15b1299,22,Male,Computer Science,0,9.25,1,1,1
1523,Diti,it15b1253,22,Female,Information Technology,2,6.25,0,0,1
1524,Ganesh,me15b1245,20,Male,Mechanical,0,5.21,1,0,0
1525,Mohindra,cv15b1293,20,Male,Civil,1,9.17,0,0,1
1526,Maulik,cs15b1111,22,Male,Computer Science,1,6.2,0,0,0
1527,Tanmay,cs15b1643,21,Male,Computer Science,1,6.26,0,0,0
1528,Aiza,ec15b1080,22,Female,Electronics And Communication,0,7.42,0,0,0
1529,Nihal,cs15b1094,22,Male,Computer Science,0,6.04,0,0,1
1530,Surendra,ec15b1418,22,Male,Electronics And Communication,2,7.33,0,0,0
1531,Sabyasachi,cs15b1081,22,Male,Computer Science,0,6.04,0,1,0
1532,Navya,cs15b1425,22,Female,Computer Science,3,8.14,0,0,1
1533,Sundar,it15b1547,20,Male,Information Technology,0,6.21,0,0,0
1534,Dhriti,it15b1446,21,Female,Information Technology,2,8.01,0,0,1
1535,Anvika,cs15b1101,22,Female,Computer Science,0,7.04,0,1,0
1536,Pramod,cs15b1631,20,Male,Computer Science,0,6.47,0,0,0
1537,Bishamber,cv15b1016,21,Male,Civil,3,6.35,1,0,1
1538,Ziya,cs15b1054,22,Female,Computer Science,2,7.19,1,0,0
1539,Inaaya,it15b1254,22,Female,Information Technology,2,6.37,0,0,1
1540,Navya,el15b1067,22,Female,Electrical,1,8.09,0,0,1
1541,Arya,cv15b1085,26,Female,Civil,0,7.28,0,0,0
1542,Kalanidhi,cs15b1624,20,Male,Computer Science,0,8.13,0,0,1
1543,Chamaraja,cs15b1048,21,Male,Computer Science,1,7.34,1,0,0
1544,Bellamkonda,cs15b1302,22,Male,Computer Science,1,8.12,0,1,1
1545,Arun,it15b1159,22,Male,Information Technology,0,8.5,0,0,1
1546,Amaya,cs15b1658,19,Female,Computer Science,0,6.33,0,1,0
1547,Rianka,it15b1516,22,Female,Information Technology,1,9.17,0,1,1
1548,Apoorva,ec15b1335,22,Male,Electronics And Communication,0,6.05,0,0,0
1549,Anshika,cs15b1508,22,Female,Computer Science,3,8.31,1,0,1
1550,Kalpesh,el15b1005,21,Male,Electrical,0,7.04,0,0,0
1551,Lakshman,cv15b1290,20,Male,Civil,2,9.34,0,0,1
1552,Diyara,it15b1068,21,Female,Information Technology,1,8.03,0,0,1
1553,Amaira,it15b1647,20,Female,Information Technology,1,7.32,0,0,0
1554,Harshit,el15b1205,20,Male,Electrical,2,7.47,1,0,1
1555,Subbiah,it15b1120,21,Male,Information Technology,3,8.05,1,0,1
1556,Nripendra,it15b1004,22,Male,Information Technology,1,8.21,0,0,1
1557,Yogesh,cv15b1184,21,Male,Civil,0,6.36,1,1,0
1558,Amaira,it15b1198,22,Female,Information Technology,1,6.14,0,0,1
1559,Kavya,cv15b1108,21,Female,Civil,1,8.13,0,1,1
1560,Jahangir,cs15b1639,19,Male,Computer Science,1,8.48,0,0,1
1561,Vallabhbhai,it15b1431,24,Male,Information Technology,0,7.05,0,0,0
1562,Hitesh,cs15b1545,21,Male,Computer Science,0,8.2,0,0,1
1563,Anuj,el15b1157,21,Male,Electrical,1,7.18,0,0,1
1564,Ayaz,el15b1100,22,Male,Electrical,0,8.03,1,0,1
1565,Ariya,me15b1235,24,Female,Mechanical,0,6.46,1,1,1
1566,Vriti,it15b1346,22,Female,Information Technology,0,8.16,0,1,1
1567,Tithira,ec15b1085,21,Female,Electronics And Communication,0,7.29,0,0,1
1568,Ranbir,el15b1258,19,Male,Electrical,0,8.33,0,0,1
1569,Ajish,el15b1229,20,Male,Electrical,1,7.19,0,0,1
1570,Byramjee,cs15b1713,20,Male,Computer Science,1,7.22,0,0,0
1571,Ajish,el15b1119,22,Male,Electrical,2,7.05,0,0,0
1572,Nitesh,cs15b1670,20,Male,Computer Science,0,8.35,0,0,1
1573,Rohit,me15b1253,23,Male,Mechanical,0,5.44,1,0,0
1574,Elangovan,cs15b1233,21,Male,Computer Science,1,8.1,0,0,1
1575,Ranbir,ec15b1007,21,Male,Electronics And Communication,3,6.27,0,0,1
1576,Nikhil,it15b1172,26,Male,Information Technology,1,6.23,0,1,1
1577,Amrutlal,it15b1455,22,Male,Information Technology,0,8.06,0,1,1
1578,Nysa,el15b1009,21,Female,Electrical,1,8.05,0,0,1
1579,Sara,cs15b1338,25,Female,Computer Science,1,7.31,0,0,1
1580,Anil,me15b1304,19,Male,Mechanical,3,7.01,1,0,1
1581,Inaaya,cs15b1203,22,Female,Computer Science,1,8.27,0,0,1
1582,Bhavesh,ec15b1352,20,Male,Electronics And Communication,1,6.47,0,0,0
1583,Avira,ec15b1068,22,Female,Electronics And Communication,1,6.23,1,1,0
1584,Kaushal,el15b1049,21,Male,Electrical,0,6.35,0,0,0
1585,Kyra,me15b1043,21,Female,Mechanical,0,6.46,1,0,1
1586,Kiara,cs15b1245,21,Female,Computer Science,1,7.06,0,0,1
1587,Aarna,cv15b1080,23,Female,Civil,0,7.42,0,0,0
1588,Karthik,cs15b1088,21,Male,Computer Science,2,8.23,0,0,1
1589,Amaira,it15b1689,23,Female,Information Technology,0,7.23,0,0,0
1590,Pranay,it15b1477,22,Male,Information Technology,0,8.42,0,1,1
1591,Shekhar,ec15b1277,19,Male,Electronics And Communication,0,7.45,0,0,1
1592,Nihal,cs15b1269,22,Male,Computer Science,1,6.06,0,1,0
1593,Bharat,ec15b1129,22,Male,Electronics And Communication,0,7.21,0,0,0
1594,Inaaya,it15b1138,22,Female,Information Technology,1,7.02,0,0,0
1595,Utkarsh,cs15b1711,20,Male,Computer Science,3,8.18,1,0,1
1596,Ranbir,me15b1119,22,Male,Mechanical,1,7.26,1,0,0
1597,Sadanand,it15b1656,23,Male,Information Technology,1,6.03,0,0,0
1598,Jaipal,it15b1053,21,Male,Information Technology,1,5.38,1,1,0
1599,Akshat,it15b1057,22,Male,Information Technology,0,6.31,0,1,0
1600,Dinesh,ec15b1036,21,Male,Electronics And Communication,2,7.18,0,0,1
1601,Kiran,it15b1052,21,Female,Information Technology,0,5.3,0,1,0
1602,Sambhunath,el15b1098,22,Male,Electrical,0,7.39,0,0,0
1603,Dharanidhar,ec15b1276,21,Male,Electronics And Communication,0,8.42,0,0,1
1604,Ishani,cs15b1147,21,Female,Computer Science,0,7.13,0,0,0
1605,Virat,it15b1559,20,Male,Information Technology,0,6.41,0,0,0
1606,Varghese,cs15b1157,22,Male,Computer Science,1,6.47,0,0,1
1607,Debaprasad,me15b1333,20,Male,Mechanical,2,6.4,1,0,1
1608,Arushi,cs15b1166,21,Female,Computer Science,2,6.07,0,0,1
1609,Kavya,me15b1090,21,Female,Mechanical,2,6.06,1,0,1
1610,Umesh,me15b1054,21,Male,Mechanical,1,5.29,1,1,0
1611,Pari,cs15b1535,21,Female,Computer Science,1,8.49,0,0,1
1612,Sanjay,me15b1221,21,Male,Mechanical,0,6.31,1,0,0
1613,Rajiv,cs15b1405,22,Male,Computer Science,0,7.47,0,0,1
1614,Dileesh,cs15b1446,21,Male,Computer Science,2,5.22,0,0,0
1615,Manmohan,cs15b1034,23,Male,Computer Science,1,5.2,0,0,1
1616,Inaaya,ec15b1136,21,Female,Electronics And Communication,1,7.47,0,0,1
1617,Aaira,ec15b1086,21,Female,Electronics And Communication,0,7.45,0,0,1
1618,Sarit,me15b1031,22,Male,Mechanical,1,8.31,1,0,1
1619,Sara,me15b1317,19,Female,Mechanical,1,8.04,1,1,1
1620,Sandipan,cv15b1193,24,Male,Civil,1,6.28,0,0,1
1621,Satish,it15b1544,21,Male,Information Technology,0,6.49,0,0,0
1622,Avisha,el15b1053,22,Female,Electrical,0,6.33,0,0,0
1623,Abhay,cs15b1686,21,Male,Computer Science,1,8.45,0,0,1
1624,Kulasekhara,ec15b1285,20,Male,Electronics And Communication,2,6.45,0,0,1
1625,Gurunath,cs15b1136,21,Male,Computer Science,1,6.16,0,0,0
1626,Raghu,cs15b1176,22,Male,Computer Science,0,7.37,0,0,0
1627,Aseem,cs15b1623,19,Male,Computer Science,0,7.24,0,1,0
1628,Arya,cs15b1060,21,Male,Computer Science,3,6.2,0,0,1
1629,Hitendra,me15b1127,21,Male,Mechanical,0,8.43,1,0,1
1630,Abhinav,ec15b1116,21,Male,Electronics And Communication,0,7.36,0,0,0
1631,Nitin,el15b1278,21,Male,Electrical,1,7.21,0,1,1
1632,Ashwin,el15b1314,21,Male,Electrical,0,8.39,0,0,1
1633,Ishita,ec15b1208,24,Female,Electronics And Communication,1,7.16,0,0,0
1634,Bellamkonda,it15b1627,20,Male,Information Technology,2,8.26,0,0,1
1635,Kiara,el15b1021,21,Female,Electrical,0,5.41,0,0,0
1636,Mohindra,ec15b1319,20,Male,Electronics And Communication,1,6.13,0,0,0
1637,Bali,me15b1319,19,Male,Mechanical,0,7.42,0,0,0
1638,Harish,ec15b1381,20,Male,Electronics And Communication,0,9.2,0,0,1
1639,Jitendra,cv15b1310,23,Male,Civil,1,8.21,0,0,1
1640,Bibek,it15b1615,21,Male,Information Technology,0,8.01,0,0,1
1641,Harish,me15b1348,19,Male,Mechanical,1,8.35,1,0,1
1642,Ziva,it15b1064,21,Female,Information Technology,2,8.2,1,0,1
1643,Suresh,me15b1156,22,Male,Mechanical,1,9.33,1,0,1
1644,Maulik,cs15b1568,22,Male,Computer Science,0,6.07,0,0,1
1645,Amaira,el15b1132,22,Female,Electrical,1,8.06,0,1,1
1646,Inaaya,cs15b1495,21,Female,Computer Science,0,8.42,0,0,1
1647,Sara,ec15b1069,21,Female,Electronics And Communication,0,6.16,0,0,0
1648,Riva,cv15b1003,22,Female,Civil,0,7.06,0,0,0
1649,Anika,cs15b1006,21,Female,Computer Science,2,6.41,1,1,0
1650,Harmeet,me15b1087,21,Male,Mechanical,1,8.16,1,0,1
1651,Rajan,cv15b1041,22,Male,Civil,0,7.03,0,0,0
1652,Ranjitsinh,cv15b1136,21,Male,Civil,2,7.35,1,0,1
1653,Amarsinh,cv15b1259,21,Male,Civil,0,7.28,0,1,0
1654,Anand,cs15b1231,21,Male,Computer Science,0,8.46,0,1,1
1655,Avni,cs15b1305,22,Female,Computer Science,3,9.03,0,0,1
1656,Kirpa,ec15b1419,21,Male,Electronics And Communication,0,7.21,0,0,1
1657,Ashwin,el15b1043,21,Male,Electrical,0,7.01,0,1,0
1658,Nia,cs15b1394,22,Female,Computer Science,1,6.32,0,0,0
1659,Nitesh,it15b1556,21,Male,Information Technology,1,8.09,0,0,1
1660,Pankaj,it15b1081,21,Male,Information Technology,0,8.47,0,0,1
1661,Hiten,cs15b1473,23,Male,Computer Science,1,8.27,0,0,1
1662,Subbiah,it15b1336,21,Male,Information Technology,0,7.19,0,0,0
1663,Aairah,it15b1388,24,Female,Information Technology,1,7.1,0,0,0
1664,Kia,it15b1319,25,Female,Information Technology,1,7.23,0,0,0
1665,Kalpesh,ec15b1176,21,Male,Electronics And Communication,0,9.18,0,0,1
1666,Surendra,cs15b1426,21,Male,Computer Science,0,6.23,0,1,1
1667,Raghu,ec15b1288,19,Male,Electronics And Communication,0,6.47,0,0,0
1668,Amaya,it15b1036,23,Female,Information Technology,1,7.16,0,0,1
1669,Sabyasachi,ec15b1082,22,Male,Electronics And Communication,1,7.07,0,0,0
1670,Mahboob,it15b1379,21,Male,Information Technology,0,8.15,0,1,1
1671,Nia,cs15b1742,21,Female,Computer Science,1,7.19,0,0,0
1672,Avira,it15b1360,21,Female,Information Technology,1,8.14,0,0,1
1673,Aarvi,it15b1413,22,Female,Information Technology,1,6.16,0,0,0
1674,Miraya,cs15b1502,22,Female,Computer Science,3,7.41,0,0,0
1675,Munish,cs15b1283,21,Male,Computer Science,2,9.32,0,0,1
1676,Sana,ec15b1195,21,Female,Electronics And Communication,0,7.35,0,0,0
1677,Pari,el15b1144,22,Female,Electrical,1,9.15,0,0,1
1678,Sundar,ec15b1115,21,Male,Electronics And Communication,1,8.13,1,0,1
1679,Anvika,cs15b1141,22,Female,Computer Science,1,7.25,1,0,0
1680,Yashvi,me15b1347,20,Female,Mechanical,0,7.18,1,1,0
1681,Gopinathan,cs15b1307,21,Male,Computer Science,1,9.08,0,0,1
1682,Nirupam,cs15b1139,22,Male,Computer Science,1,6.2,0,0,0
1683,Kalanidhi,it15b1261,22,Male,Information Technology,1,7.38,0,0,0
1684,Srinivas,cs15b1273,21,Male,Computer Science,1,8.31,0,0,1
1685,Kyra,cv15b1279,20,Female,Civil,1,8.43,0,0,1
1686,Rianka,me15b1326,19,Female,Mechanical,1,6.42,1,0,0
1687,Varghese,it15b1678,23,Male,Information Technology,1,8.27,0,0,1
1688,Faizal,cv15b1087,26,Male,Civil,0,8.16,1,0,1
1689,Devesh,cv15b1146,21,Male,Civil,0,7.25,0,0,0
1690,Shekhar,el15b1120,21,Male,Electrical,2,8.04,0,0,1
1691,Alisha,it15b1631,20,Female,Information Technology,0,9.06,0,0,1
1692,Aahana,cs15b1134,21,Female,Computer Science,1,8.2,1,0,1
1693,Jadunath,it15b1576,22,Male,Information Technology,0,6.09,0,0,0
1694,Ajish,it15b1248,22,Male,Information Technology,1,8.12,1,0,1
1695,Mukesh,cv15b1215,19,Male,Civil,0,8.02,0,1,1
1696,Myra,cs15b1509,22,Female,Computer Science,1,7.26,1,0,0
1697,Rahil,me15b1211,22,Male,Mechanical,0,8.05,1,0,1
1698,Faizal,cs15b1763,22,Male,Computer Science,0,6.24,1,0,0
1699,Yashi,it15b1434,22,Female,Information Technology,1,8.23,1,0,1
1700,Pratul,me15b1094,21,Male,Mechanical,0,7.23,1,0,0
1701,Kaushal,cs15b1348,22,Male,Computer Science,1,7.38,0,0,0
1702,Bhagwant,me15b1018,24,Male,Mechanical,0,6.25,0,0,1
1703,Ira,ec15b1159,22,Female,Electronics And Communication,0,9.27,0,0,1
1704,Raja,me15b1376,20,Male,Mechanical,1,8.29,1,0,1
1705,Vidyut,me15b1275,23,Male,Mechanical,1,8.19,1,0,1
1706,Saanvi,it15b1061,21,Female,Information Technology,0,8.02,0,1,1
1707,Anshita,ec15b1084,21,Female,Electronics And Communication,1,7.33,0,0,1
1708,Amaya,me15b1306,22,Female,Mechanical,0,8.41,1,0,1
1709,Harish,cs15b1552,21,Male,Computer Science,0,8.49,0,1,1
1710,Anvita,cs15b1030,24,Female,Computer Science,2,7.27,0,0,1
1711,Nadeem,cs15b1716,20,Male,Computer Science,0,8.01,1,0,1
1712,Abhinav,el15b1057,21,Male,Electrical,0,7.17,0,0,0
1713,Chamaraja,ec15b1386,20,Male,Electronics And Communication,0,8.18,0,0,1
1714,Amrik,me15b1017,23,Male,Mechanical,1,6.35,1,1,1
1715,Narayan,cv15b1263,21,Male,Civil,0,6.1,1,0,0
1716,Vallathol,it15b1331,21,Male,Information Technology,1,7.45,0,0,0
1717,Pallav,cs15b1079,22,Male,Computer Science,2,6.02,0,0,1
1718,Ramakant,it15b1035,23,Male,Information Technology,1,5.24,0,0,1
1719,Anvi,ec15b1246,24,Female,Electronics And Communication,1,8.04,0,1,1
1720,Aditya,cv15b1067,21,Male,Civil,1,8.32,0,0,1
1721,Anvika,cs15b1666,20,Female,Computer Science,2,6.11,0,0,1
1722,Arya,me15b1179,22,Male,Mechanical,1,7.27,1,0,0
1723,Jahangir,cs15b1751,23,Male,Computer Science,0,6.15,0,0,1
1724,Nitesh,ec15b1396,20,Male,Electronics And Communication,1,6.13,0,1,0
1725,Nana,cs15b1130,22,Male,Computer Science,1,7.02,0,0,1
1726,Shanaya,cs15b1359,22,Female,Computer Science,2,7.05,0,0,0
1727,Ammar,ec15b1272,19,Male,Electronics And Communication,0,8.02,0,0,1
1728,Ishita,it15b1169,24,Female,Information Technology,1,6.1,0,0,1
1729,Hitesh,it15b1340,21,Male,Information Technology,1,6.39,0,0,0
1730,Kulasekhara,cv15b1043,21,Male,Civil,0,7.33,0,0,0
1731,Dinesh,el15b1051,21,Male,Electrical,0,6.32,0,0,0
1732,Inaaya,it15b1591,20,Female,Information Technology,0,6.08,0,0,0
1733,Nana,cs15b1600,19,Male,Computer Science,0,7.09,0,1,1
1734,Sunil,el15b1078,22,Male,Electrical,0,7.28,0,0,0
1735,Ashu,cv15b1316,22,Male,Civil,0,8.25,0,0,1
1736,Aritra,cs15b1533,19,Male,Computer Science,0,7.38,0,0,0
1737,Anshi,cs15b1156,22,Female,Computer Science,1,6.4,0,0,0
1738,Anshi,el15b1233,21,Female,Electrical,1,5.37,0,0,0
1739,Prataprao,me15b1028,22,Male,Mechanical,0,6.06,1,0,0
1740,Kalpesh,it15b1272,22,Male,Information Technology,2,8.34,0,0,1
1741,Mahboob,me15b1180,22,Male,Mechanical,0,9.26,1,0,1
1742,Raghu,me15b1341,22,Male,Mechanical,0,6.09,1,0,0
1743,Vritika,it15b1117,21,Female,Information Technology,1,8.06,1,0,1
1744,Sarabjit,cv15b1244,20,Male,Civil,0,8.11,0,0,1
1745,Ariya,cv15b1157,22,Female,Civil,0,7.36,0,1,0
1746,Dhriti,ec15b1114,22,Female,Electronics And Communication,1,6.11,0,0,0
1747,Vani,el15b1161,21,Female,Electrical,0,7.49,0,0,0
1748,Sunil,me15b1282,19,Male,Mechanical,1,8.18,1,0,1
1749,Aarna,ec15b1183,22,Female,Electronics And Communication,1,7.13,0,0,0
1750,Harilal,it15b1047,21,Male,Information Technology,1,6.03,0,0,1
1751,Kavya,cs15b1634,20,Female,Computer Science,1,8.16,0,0,1
1752,Aarushi,el15b1306,20,Female,Electrical,1,7.39,0,0,1
1753,Krishnayya,me15b1148,22,Male,Mechanical,1,7.45,1,0,0
1754,Diya,cs15b1650,19,Female,Computer Science,0,7.31,0,1,0
1755,Inaya,me15b1109,22,Female,Mechanical,1,8.18,1,0,1
1756,Anaya,el15b1084,25,Female,Electrical,0,8.15,0,0,1
1757,Sudhir,it15b1414,23,Male,Information Technology,1,5.16,0,0,0
1758,Ramakant,me15b1361,20,Male,Mechanical,3,8.32,1,0,1
1759,Aarohi,cs15b1648,19,Female,Computer Science,1,7.2,0,0,0
1760,Diya,el15b1171,20,Female,Electrical,1,7.14,0,1,0
1761,Devesh,ec15b1248,22,Male,Electronics And Communication,0,7.13,0,0,0
1762,Inaya,el15b1316,20,Female,Electrical,0,8.11,0,0,1
1763,Krishnadev,el15b1243,19,Male,Electrical,0,6.41,0,1,0
1764,Shridhar,cv15b1114,22,Male,Civil,0,6.16,0,1,0
1765,Harmeet,cs15b1622,20,Male,Computer Science,0,6.09,0,0,0
1766,Aarna,it15b1139,21,Female,Information Technology,2,6.31,1,0,1
1767,Oommen,cs15b1657,22,Male,Computer Science,2,7.44,0,0,0
1768,Ira,it15b1021,22,Female,Information Technology,2,7.44,0,0,0
1769,Sriram,me15b1374,21,Male,Mechanical,0,7.04,1,1,0
1770,Tanvi,it15b1096,22,Female,Information Technology,0,7.39,0,1,0
1771,Araina,ec15b1294,21,Female,Electronics And Communication,0,9.36,0,0,1
1772,Shanaya,me15b1232,20,Female,Mechanical,1,8.0,0,0,1
1773,Saanvi,cs15b1284,22,Female,Computer Science,1,9.46,0,0,1
1774,Kaira,cs15b1275,21,Female,Computer Science,2,8.4,0,0,1
1775,Navya,cv15b1145,22,Female,Civil,0,7.16,0,0,0
1776,Binu,cs15b1682,20,Male,Computer Science,1,7.38,1,0,0
1777,Gurunath,me15b1027,21,Male,Mechanical,1,6.17,1,0,0
1778,Phani,cs15b1540,20,Male,Computer Science,2,7.16,0,0,1
1779,Chakrapani,it15b1584,20,Male,Information Technology,0,7.14,0,0,0
1780,Vriti,me15b1016,23,Female,Mechanical,1,7.27,1,0,0
1781,Aaradhya,it15b1077,22,Female,Information Technology,0,6.24,0,1,1
1782,Pari,cs15b1607,20,Female,Computer Science,1,8.31,1,0,1
1783,Sana,cv15b1216,20,Female,Civil,1,8.13,0,0,1
1784,Harjit,cs15b1152,21,Male,Computer Science,2,7.37,0,1,0
1785,Amisha,me15b1256,20,Female,Mechanical,0,6.5,1,1,0
1786,Dayanidhi,it15b1137,22,Male,Information Technology,0,8.35,0,0,1
1787,Surendranath,cs15b1708,21,Male,Computer Science,1,9.47,1,0,1
1788,Kyra,el15b1010,21,Female,Electrical,3,6.36,1,1,0
1789,Krishnappa,cv15b1110,21,Male,Civil,1,8.48,0,0,1
1790,Kishor,cs15b1204,22,Male,Computer Science,1,8.05,0,0,1
1791,Sahil,me15b1078,22,Male,Mechanical,1,7.18,1,0,0
1792,Kavya,cv15b1172,22,Female,Civil,0,6.37,0,0,1
1793,Amaira,cs15b1501,22,Female,Computer Science,0,8.04,0,1,1
1794,Anjali,it15b1362,21,Female,Information Technology,0,7.23,0,0,0
1795,Inaya,cs15b1475,21,Female,Computer Science,1,6.42,0,0,0
1796,Anaisha,cs15b1270,22,Female,Computer Science,2,8.12,0,0,1
1797,Anvi,ec15b1405,23,Female,Electronics And Communication,1,7.23,0,1,1
1798,Anvi,cs15b1090,21,Female,Computer Science,1,8.18,0,0,1
1799,Amaira,cs15b1125,22,Female,Computer Science,0,6.27,0,0,1
1800,Govindrao,it15b1401,24,Male,Information Technology,0,6.3,0,0,1
1801,Maira,it15b1432,20,Female,Information Technology,1,6.39,0,0,0
1802,Aadhira,me15b1386,21,Female,Mechanical,0,7.13,1,1,0
1803,Nida,cs15b1415,24,Male,Computer Science,1,6.2,0,0,1
1804,Maulik,it15b1157,21,Male,Information Technology,2,8.36,0,1,1
1805,Pitamber,cv15b1107,21,Male,Civil,1,6.23,0,0,0
1806,Avisha,el15b1209,19,Female,Electrical,1,8.43,0,1,1
1807,Zoya,ec15b1364,21,Female,Electronics And Communication,1,9.08,0,1,1
1808,Naveen,cv15b1173,24,Male,Civil,0,5.08,0,0,0
1809,Sabyasachi,el15b1272,21,Male,Electrical,0,7.02,0,0,0
1810,Aarna,it15b1284,22,Female,Information Technology,1,7.16,0,0,0
1811,Inaaya,cs15b1336,26,Female,Computer Science,0,7.23,1,0,1
1812,Adesh,cs15b1689,21,Male,Computer Science,2,8.43,0,0,1
1813,Namik,me15b1076,22,Male,Mechanical,2,7.48,1,0,0
1814,Hitendra,cs15b1324,26,Male,Computer Science,0,6.35,0,1,1
1815,Pratik,cs15b1005,22,Male,Computer Science,1,7.45,0,0,0
1816,Gnanasekaran,ec15b1387,21,Male,Electronics And Communication,1,6.35,1,1,0
1817,Diyara,me15b1350,21,Female,Mechanical,1,6.41,1,1,0
1818,Aaira,cs15b1546,21,Female,Computer Science,0,8.3,1,0,1
1819,Manmohan,it15b1646,21,Male,Information Technology,0,8.34,0,0,1
1820,Aarini,cs15b1107,21,Female,Computer Science,2,5.46,0,1,0
1821,Aadhira,cs15b1477,23,Female,Computer Science,2,8.06,0,0,1
1822,Anshika,ec15b1328,20,Female,Electronics And Communication,1,7.36,0,0,0
1823,Ashwin,cs15b1756,21,Male,Computer Science,1,6.43,0,0,0
1824,Neelan,it15b1255,21,Male,Information Technology,2,8.03,0,0,1
1825,Myra,it15b1084,21,Female,Information Technology,0,8.14,0,0,1
1826,Sara,it15b1075,21,Female,Information Technology,2,7.42,0,0,1
1827,Jaipal,it15b1685,23,Male,Information Technology,0,6.32,0,0,0
1828,Myra,cs15b1587,20,Female,Computer Science,0,6.39,0,1,1
1829,Binu,ec15b1187,21,Male,Electronics And Communication,1,7.32,0,1,0
1830,Maira,cs15b1246,22,Female,Computer Science,1,7.4,0,0,1
1831,Dipankar,ec15b1104,24,Male,Electronics And Communication,0,6.35,0,0,1
1832,Birendra,cs15b1248,21,Male,Computer Science,0,7.23,1,0,0
1833,Dnyandeo,it15b1482,22,Male,Information Technology,0,8.08,0,0,1
1834,Nikhil,ec15b1014,21,Male,Electronics And Communication,2,7.16,0,0,1
1835,Bharat,cs15b1008,22,Male,Computer Science,1,7.33,1,0,0
1836,Ravichandran,ec15b1140,21,Male,Electronics And Communication,1,8.02,1,1,1
1837,Sukhbir,cs15b1347,22,Male,Computer Science,1,7.02,0,0,0
1838,Rohit,it15b1478,20,Male,Information Technology,1,8.43,1,1,1
1839,Vasudevan,me15b1371,21,Male,Mechanical,0,6.4,1,0,0
1840,Aaradhya,it15b1242,21,Female,Information Technology,2,8.06,0,1,1
1841,Dhriti,cs15b1476,22,Female,Computer Science,1,6.02,0,0,0
1842,Anshi,cs15b1254,22,Female,Computer Science,1,7.31,0,0,1
1843,Anup,cv15b1271,19,Male,Civil,0,6.07,1,0,0
1844,Araya,el15b1235,19,Female,Electrical,0,5.49,0,0,0
1845,Risha,ec15b1274,21,Female,Electronics And Communication,0,7.45,0,0,1
1846,Nathuram,el15b1265,19,Male,Electrical,1,7.26,0,0,1
1847,Shekhar,el15b1095,21,Male,Electrical,1,7.02,0,1,1
1848,Kazi,ec15b1013,21,Male,Electronics And Communication,0,8.23,0,0,1
1849,Jawahar,it15b1387,21,Male,Information Technology,0,5.12,0,0,0
